CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
NCMKOB,MINI Call,19.8636,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.54,
NCMKOC,MINI Call,18.9436,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.54,
NCMKOF,MINI Call,15.2306,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.54,
NCMKOH,MINI Call,8.5533,31/12/2029,1.0,American,CITIWARRANTS,COR,13/12/2013,7.08,
NCMKOJ,MINI Call,12.6174,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,3.5,
NCMKOL,MINI Call,14.8737,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.54,
NCMKOP,MINI Put,25.0094,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.54,
NCMKOT,MINI Put,26.3794,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.54,
NCMKOV,MINI Put,31.9325,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,3.5,
NCMKOX,MINI Put,27.3051,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.54,
NCMKOY,MINI Put,28.1593,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.54,
NCMKOZ,MINI Put,32.8484,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.54,
NCMLOC,GSL MINI Call,20.9307,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,2.54,
NCMLOD,GSL MINI Call,19.175,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,3.5,
NCMLOF,GSL MINI Call,15.8961,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,2.54,
NCMLOG,GSL MINI Call,19.9857,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,2.54,
NCMLOR,GSL MINI Put,23.0107,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,3.5,
NCMLOS,GSL MINI Put,23.8093,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,3.5,
NCMLOU,GSL MINI Put,24.6079,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,2.54,
NCMMOP,MINI Put,29.075,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,3.5,
NCMMOQ,MINI Put,33.7339,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.54,
NCMSOM,Self Funding Instalments,11.3047,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
NCMSSE,Self Funding Instalments,12.1502,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
NCMSSJ,Capped SFI,21.1752,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
NCMSWA,Self Funding Instalments,10.7634,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
NCMSWR,Self Funding Instalments,8.3257,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
NCMSWY,Self Funding Instalments,15.8659,28/06/2018,1.0,American,WESTPAC,COR,31/01/2017,5,
NDXKOC,Index MINI Call,5735,31/12/2029,0.01,American,CITIWARRANTS,COR,24/03/2016,10,
NDXKOD,Index MINI Call,5671,31/12/2029,0.01,American,CITIWARRANTS,COR,03/03/2017,10,
NDXKOE,Index MINI Call,5857,31/12/2029,0.01,American,CITIWARRANTS,COR,03/03/2017,10,
NDXKOF,Index MINI Call,5556,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOG,Index MINI Call,5799,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOH,Index MINI Call,5384,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOP,Index MINI Put,6482,31/10/2017,0.01,American,CITIWARRANTS,COR,13/06/2017,10,
NDXKOQ,Index MINI Put,6734,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOR,Index MINI Put,6970,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOS,Index MINI Put,6867,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOT,Index MINI Put,7076,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
NDXKOV,Index MINI Put,7190,31/12/2029,0.01,American,CITIWARRANTS,COR,03/03/2017,10,
NDXKOZ,Index MINI Put,6657,31/12/2029,0.01,American,CITIWARRANTS,COR,13/06/2017,10,
NECKOA,MINI Call,1.1757,31/12/2029,1.0,American,CITIWARRANTS,COR,12/03/2014,3.91,
NECKOB,MINI Call,1.0341,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,3.91,
NECKOE,MINI Call,0.8939,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,3.91,
NECKOQ,MINI Put,2.2336,31/12/2029,1.0,American,CITIWARRANTS,COR,12/03/2014,3.91,
NECKOR,MINI Put,1.7371,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.67,
NECKOS,MINI Put,1.9612,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.67,
NI2KOB,Index MINI Call,20523,31/12/2029,0.1,American,CITIWARRANTS,COR,19/03/2014,10,
NI2KOC,Index MINI Call,19808,31/12/2029,0.1,American,CITIWARRANTS,COR,24/03/2016,10,
NI2KOE,Index MINI Call,19552,31/12/2029,0.1,American,CITIWARRANTS,COR,24/03/2016,10,
NI2KOF,Index MINI Call,14204,31/12/2029,0.1,American,CITIWARRANTS,COR,11/06/2014,10,
NI2KOG,Index MINI Call,19093,31/12/2029,0.1,American,CITIWARRANTS,COR,24/03/2016,10,
NI2KOP,Index MINI Put,24091,31/12/2029,0.1,American,CITIWARRANTS,COR,13/06/2017,10,
NI2KOR,Index MINI Put,23745,31/12/2029,0.1,American,CITIWARRANTS,COR,10/06/2016,10,
NSRJOE,Instalment MINI,1.1531,14/04/2020,1.0,American,CITIWARRANTS,COR,18/05/2015,10,
NSRJOF,Instalment MINI,0.8998,14/04/2020,1.0,American,CITIWARRANTS,COR,18/05/2015,10,
NSRKOA,MINI Call,0.7149,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,2.6,
NSRKOB,MINI Call,0.929,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,2.6,
NSTKOA,MINI Call,4.08,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,2.49,
NSTKOC,MINI Call,3.5501,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.49,
NSTKOE,MINI Call,3.0319,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,2.49,
NSTKOP,MINI Put,6.5258,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2016,2.49,
NSTKOQ,MINI Put,8.4268,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,2.49,
NSTKOR,MINI Put,6.9985,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.49,
NUFKOA,MINI Call,7.7058,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,0.53,
NUFKOD,MINI Call,5.9803,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,0.86,
NUFKOQ,MINI Put,11.2483,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,0.86,
NUFKOR,MINI Put,10.616,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,0.86,
NUFSSA,Self Funding Instalments,2.5438,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
NVTKOA,MINI Call,3.0376,31/12/2029,1.0,American,CITIWARRANTS,COR,03/03/2015,0.88,
NVTKOB,MINI Call,3.5292,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2015,0.88,
NVTKOP,MINI Put,7.1238,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,0.88,
NVTKOS,MINI Put,6.1315,31/12/2029,1.0,American,CITIWARRANTS,COR,18/07/2014,0.88,
NXTKOA,MINI Call,1.292,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2013,0.697,
NXTKOB,MINI Call,1.5054,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.697,
NXTKOC,MINI Call,3.4026,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.697,
NXTKOD,MINI Call,3.7526,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.697,
NXTKOE,MINI Call,1.953,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.697,
NXTKOF,MINI Call,2.3813,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.697,
NXTKOG,MINI Call,2.922,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.697,
OFXKOA,MINI Call,0.6709,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.8,
OFXKOE,MINI Call,1.0035,31/12/2029,1.0,American,CITIWARRANTS,COR,14/07/2015,0.8,
OFXKOQ,MINI Put,2.3883,31/12/2029,1.0,American,CITIWARRANTS,COR,30/05/2014,0.8,
OFXKOR,MINI Put,2.0761,31/12/2029,1.0,American,CITIWARRANTS,COR,15/01/2015,0.8,
ORAKOA,MINI Call,2.5861,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,4.27,
ORAKOB,MINI Call,2.259,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,4.27,
ORAKOP,MINI Put,4.0649,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,4.27,
ORAKOQ,MINI Put,4.608,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,4.27,
OREKOA,MINI Call,3.6726,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.41,
OREKOB,MINI Call,3.1722,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.41,
ORGIOA,Instalment Regular Rolling,4.25,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
ORGIOV,Instalment Regular Rolling,2.75,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
ORGISK,Instalment Regular Normal,3.3431,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ORGJOF,Instalment MINI,2.8126,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
ORGJOG,Instalment MINI,3.3751,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
ORGJOM,Instalment MINI,2.2357,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
ORGJON,Instalment MINI,4.3668,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
ORGJOY,Instalment MINI,5.281,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
ORGKOA,MINI Call,5.3981,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,2.53,
ORGKOC,MINI Call,4.5355,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.53,
ORGKOF,MINI Call,6.9614,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,2.53,
ORGKOQ,MINI Put,9.7152,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,2.53,
ORGKOR,MINI Put,9.16,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,2.53,
ORGKOT,MINI Put,11.3364,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,2.53,
ORGSMB,Self Funding Instalments,1.5664,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
ORGSO1,Barrier SFI,3.6561,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
ORGSO3,Barrier SFI,2.7014,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
ORGSO4,Barrier SFI,2.1245,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
ORGSOM,Self Funding Instalments,2.6375,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
ORGSSE,Self Funding Instalments,3.7248,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ORGSWR,Self Funding Instalments,6.079,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
ORGSWT,Self Funding Instalments,2.8847,30/06/2020,1.0,American,WESTPAC,COR,27/11/2015,10,
ORIBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
ORIBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
ORIIOL,Instalment High Geared Rolling,15.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
ORIIOV,Instalment Regular Rolling,9.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
ORIISK,Instalment Regular Normal,8.1441,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ORIJOA,Instalment MINI,11.2732,14/04/2020,1.0,American,CITIWARRANTS,COR,11/09/2015,10,
ORIJOF,Instalment MINI,9.0003,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
ORIJON,Instalment MINI,7.6418,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
ORIKOB,MINI Call,18.8046,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,1.04,
ORIKOD,MINI Call,17.4567,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,1.38,
ORIKOE,MINI Call,16.1943,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,1.38,
ORIKOQ,MINI Put,24.3297,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,1.04,
ORIKOS,MINI Put,26.5396,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.04,
ORIKOT,MINI Put,23.8672,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.04,
ORISMB,Self Funding Instalments,16.5708,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
ORISOM,Self Funding Instalments,10.00,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
ORISSA,Self Funding Instalments,11.9765,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
ORISSE,Self Funding Instalments,8.9686,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
ORISWR,Self Funding Instalments,10.5368,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
OSHIOV,Instalment Regular Rolling,4.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
OSHJOF,Instalment MINI,4.5002,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
OSHJOT,Instalment MINI,3.6776,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
OSHKOA,MINI Call,5.0276,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.59,
OSHKOB,MINI Call,5.7669,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,3.98,
OSHKOQ,MINI Put,9.4629,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,3.98,
OSHKOS,MINI Put,10.1262,31/12/2029,1.0,American,CITIWARRANTS,COR,20/10/2015,3.98,
OSHKOT,MINI Put,8.4865,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,3.98,
OSHQOB,MINI Call,5.5072,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,3.98,
OSHSO1,Barrier SFI,5.3722,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
OSHSO2,Barrier SFI,3.6354,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
OSHSWR,Self Funding Instalments,4.5585,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
OZFJOM,Instalment MINI,13.7294,30/05/2019,1.0,American,CITIWARRANTS,COR,03/02/2015,10,
OZLIOV,Instalment High Geared Rolling,2.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
OZLIOZ,Instalment Regular Rolling,3.75,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
OZLKOA,MINI Call,6.1433,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,1.86,
OZLKOB,MINI Call,7.0949,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.86,
OZLKOD,MINI Call,5.0035,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.86,
OZLKOE,MINI Call,6.5353,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,1.86,
OZLKOG,MINI Call,5.5755,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,1.86,
OZLKOP,MINI Put,11.1863,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.86,
OZLKOT,MINI Put,10.3556,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,2.27,
OZLKOU,MINI Put,10.7509,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,2.27,
OZLSWR,Self Funding Instalments,1.9063,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
PMGOLD,Exchange Traded Commodity,0.00,31/12/2029,100.0,American,GOLD CORP,COR,29/12/2010,321.5,The Underlying Parcel is 1 troy ounce of pure gold (99.99% purity).
PMVKOA,MINI Call,10.0103,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PMVKOB,MINI Call,9.0747,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PMVKOC,MINI Call,11.1133,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PMVKOP,MINI Put,15.145,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PMVKOQ,MINI Put,16.7895,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PMVKOR,MINI Put,18.444,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.31,
PPTKOA,MINI Call,38.3367,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.11,
PPTKOB,MINI Call,43.0737,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,0.11,
PPTKOC,MINI Call,41.381,31/12/2029,1.0,American,CITIWARRANTS,COR,20/10/2015,0.11,
PPTKOQ,MINI Put,67.7647,31/12/2029,1.0,American,CITIWARRANTS,COR,23/05/2013,2.4,
PPTKOR,MINI Put,65.1359,31/12/2029,1.0,American,CITIWARRANTS,COR,14/07/2015,0.11,
PPTKOS,MINI Put,62.4121,31/12/2029,1.0,American,CITIWARRANTS,COR,28/04/2015,0.11,
PRYISI,Instalment Regular Normal,2.5349,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
PRYISK,Instalment Regular Normal,2.2279,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
PRYKOA,MINI Call,2.7007,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,1.82,
PRYKOB,MINI Call,2.3024,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,2.68,
PRYKOC,MINI Call,1.2104,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,2.68,
PRYKOF,MINI Call,1.7149,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,2.68,
PRYKOP,MINI Put,6.5994,31/12/2029,1.0,American,CITIWARRANTS,COR,02/04/2015,2.68,
PRYKOQ,MINI Put,5.8908,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,2.68,
PRYKOR,MINI Put,4.1537,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,1.82,
PRYKOT,MINI Put,4.5967,31/12/2029,1.0,American,CITIWARRANTS,COR,23/05/2013,4.2,
PRYSSE,Self Funding Instalments,2.3764,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
PTMJOA,Instalment MINI,3.5167,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
PTMJOZ,Instalment MINI,3.3685,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
PTMKOB,MINI Call,2.2026,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.74,
PTMKOC,MINI Call,2.7586,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.74,
PTMKOP,MINI Put,10.943,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,0.74,
PTMKOS,MINI Put,18.5858,31/12/2029,1.0,American,CITIWARRANTS,COR,27/12/2013,0.74,
QANBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
QANBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
QANIOA,Instalment Regular Rolling,3.25,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
QANIOL,Instalment High Geared Rolling,3.30,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
QANIOV,Instalment Regular Rolling,2.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
QANISK,Instalment Regular Normal,1.7976,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
QANJOE,Instalment MINI,2.2303,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
QANJOM,Instalment MINI,2.4794,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
QANJOY,Instalment MINI,3.0467,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
QANKOB,MINI Call,4.8642,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2013,10,
QANKOC,MINI Call,5.0543,31/12/2029,1.0,American,CITIWARRANTS,COR,29/04/2014,10,
QANKOD,MINI Call,5.5607,30/10/2017,1.0,American,CITIWARRANTS,COR,05/08/2016,10,
QANKOF,MINI Call,1.2554,31/12/2029,1.0,American,CITIWARRANTS,COR,13/12/2013,10,
QANKOP,MINI Put,7.9008,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,7.11,
QANKOR,MINI Put,6.8925,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,7.11,
QANKOS,MINI Put,7.1088,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,7.11,
QANKOY,MINI Put,8.5353,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.11,
QANSOH,Self Funding Instalments,1.767,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
QANSOM,Self Funding Instalments,3.00,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
QANSSE,Self Funding Instalments,1.7912,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
QANSWR,Self Funding Instalments,1.7013,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
QBEBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
QBEBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
QBEBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
QBEBOQ,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
QBEBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
QBEBOS,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/09/2017,10,
QBEIO1,Instalment Regular Rolling,6.50,04/05/2018,1.0,European,CITIWARRANTS,COR,16/05/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
QBEIO2,Instalment Regular Rolling,5.00,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
QBEIOA,Instalment Regular Rolling,5.50,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
QBEIOL,Instalment High Geared Rolling,11.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
QBEIOV,Instalment High Geared Rolling,7.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
QBEIOZ,Instalment Regular Rolling,12.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
QBEISI,Instalment Regular Normal,6.4865,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
QBEISK,Instalment Regular Normal,7.2163,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
QBEISR,Instalment Regular Normal,12.85,28/03/2018,1.0,American,UBS,COR,30/03/2017,10,
QBEISS,Instalment Regular Normal,11.70,28/03/2018,1.0,American,UBS,COR,28/06/2017,10,
QBEIST,Instalment Regular Normal,10.65,28/03/2018,1.0,American,UBS,COR,28/08/2017,10,
QBEISU,Instalment Regular Normal,10.70,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
QBEIYF,Instalment Regular Rolling,9.9115,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.4,
QBEJOA,Instalment MINI,7.385,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
QBEJOH,Instalment MINI,7.3433,12/12/2017,1.0,American,CITIWARRANTS,COR,13/12/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
QBEJOQ,Instalment MINI,8.4733,30/05/2019,1.0,American,CITIWARRANTS,COR,25/11/2014,10,
QBEJOZ,Instalment MINI,5.773,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
QBEKOA,MINI Call,6.5898,31/12/2029,1.0,American,CITIWARRANTS,COR,26/11/2014,5.28,
QBEKOD,MINI Call,8.2483,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,5.1,
QBEKOE,MINI Call,8.7894,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,5.1,
QBEKOG,MINI Call,7.4835,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,4.13,
QBEKOH,MINI Call,5.4967,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,4.13,
QBEKOQ,MINI Put,12.3351,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,5.1,
QBEKOS,MINI Put,14.7265,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.13,
QBEKOT,MINI Put,15.2864,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.13,
QBEKOV,MINI Put,13.9902,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,5.1,
QBEKOX,MINI Put,14.5532,31/12/2029,1.0,American,CITIWARRANTS,COR,16/09/2014,5.28,
QBELOA,GSL MINI Call,10.7105,31/12/2029,1.0,American,CITIWARRANTS,COR,19/08/2015,5.1,
QBELOB,GSL MINI Call,10.0938,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,5.1,
QBELOC,GSL MINI Call,9.5916,31/12/2029,1.0,American,CITIWARRANTS,COR,08/05/2015,5.1,
QBELOD,GSL MINI Call,9.0894,31/12/2029,1.0,American,CITIWARRANTS,COR,19/08/2015,5.1,
QBELOJ,GSL MINI Call,8.5873,31/12/2029,1.0,American,CITIWARRANTS,COR,17/01/2014,5.5,
QBELOP,MINI Put,13.4502,31/12/2029,1.0,American,CITIWARRANTS,COR,27/02/2013,10,
QBELOQ,MINI Put,14.3199,31/12/2029,1.0,American,CITIWARRANTS,COR,20/09/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer. 
