CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
QBELOS,MINI Put,11.0984,31/12/2029,1.0,American,CITIWARRANTS,COR,20/09/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer. 
QBELOT,GSL MINI Put,11.5974,31/12/2029,1.0,American,CITIWARRANTS,COR,06/09/2013,5.5,
QBELOU,GSL MINI Put,12.0965,31/12/2029,1.0,American,CITIWARRANTS,COR,06/09/2013,5.5,
QBELOV,GSL MINI Put,12.5955,31/12/2029,1.0,American,CITIWARRANTS,COR,06/09/2013,5.5,
QBESMB,Self Funding Instalments,20.4433,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
QBESO1,Barrier SFI,5.8685,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
QBESOH,Self Funding Instalments,8.0883,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
QBESOM,Self Funding Instalments,5.2765,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
QBESON,Self Funding Instalments,7.1649,13/12/2019,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
QBESSA,Self Funding Instalments,6.3462,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
QBESSE,Self Funding Instalments,7.5029,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
QBESSI,Capped SFI,12.1105,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
QBESSJ,Capped SFI,12.1295,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
QBESSL,Self Funding Instalments,7.7185,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
QBESSY,Self Funding Instalments,13.28,02/05/2018,1.0,American,UBS,COR,04/05/2017,10,
QBESSZ,Self Funding Instalments,6.602,08/06/2018,1.0,American,UBS,COR,12/04/2016,10,
QBESWA,Self Funding Instalments,6.6534,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
QBESWR,Self Funding Instalments,6.9438,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
QBESWW,Self Funding Instalments,5.0951,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
QOZJOY,Instalment MINI,6.6012,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
QOZSO1,Barrier SFI,6.6012,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
QOZSOM,Self Funding Instalments,4.6254,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
QOZSWA,Self Funding Instalments,6.6201,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
QOZSWR,Self Funding Instalments,6.6397,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
QUBBOO,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,07/06/2017,10,
QUBBOQ,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,07/06/2017,10,
QUBKOA,MINI Call,2.0311,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,3.18,
QUBKOB,MINI Call,1.6373,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.18,
QUBKOC,MINI Call,1.3476,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,3.18,
RDVSOM,Self Funding Instalments,11.2501,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
REAKOC,MINI Call,59.3806,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.27,
REAKOF,MINI Call,39.7284,31/12/2029,1.0,American,CITIWARRANTS,COR,18/05/2015,0.27,
REAKOP,MINI Put,92.3282,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.22,
REAKOQ,MINI Put,83.2504,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.22,
REGKOA,MINI Call,2.4765,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.42,
REGKOB,MINI Call,1.6245,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,0.42,
RFGKOA,MINI Call,2.0109,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,0.26,
RFGKOB,MINI Call,3.8227,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.26,
RFGKOC,MINI Call,3.1734,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2015,0.26,
RHCBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
RHCISI,Instalment Regular Normal,28.189,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
RHCISK,Instalment Regular Normal,41.8946,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
RHCJOA,Instalment MINI,45.2145,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
RHCJOP,Instalment MINI,41.2778,30/05/2019,1.0,American,CITIWARRANTS,COR,12/09/2014,10,
RHCJOT,Instalment MINI,29.8805,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
RHCJOZ,Instalment MINI,52.9634,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
RHCKOB,MINI Call,42.8465,31/12/2029,1.0,American,CITIWARRANTS,COR,29/01/2014,0.39,
RHCKOD,MINI Call,52.1166,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2014,0.39,
RHCKOP,MINI Put,75.5616,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.36,
RHCKOR,MINI Put,85.82,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.39,
RHCSO1,Barrier SFI,32.9733,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
RHCSO2,Barrier SFI,40.1907,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
RHCSOG,Self Funding Instalments,26.8546,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
RHCSSA,Self Funding Instalments,30.5982,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
RHCSSE,Self Funding Instalments,44.7568,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
RHCSWR,Self Funding Instalments,39.1729,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
RHCSWW,Self Funding Instalments,31.3006,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
RIOBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
RIOBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
RIOBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
RIOIO1,Instalment Regular Rolling,31.00,04/05/2018,1.0,European,CITIWARRANTS,COR,16/05/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
RIOIO2,Instalment Regular Rolling,26.00,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
RIOIOA,Instalment Regular Rolling,37.00,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
RIOIOL,Instalment Regular Rolling,33.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
RIOIOM,Instalment High Geared Rolling,52.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
RIOIOV,Instalment High Geared Rolling,27.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
RIOIOZ,Instalment Regular Rolling,42.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
RIOISK,Instalment Regular Normal,26.4998,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
RIOISR,Instalment Regular Normal,60.40,28/03/2018,1.0,American,UBS,COR,30/03/2017,10,
RIOISS,Instalment Regular Normal,59.10,28/03/2018,1.0,American,UBS,COR,28/06/2017,10,
RIOIST,Instalment Regular Normal,67.15,28/03/2018,1.0,American,UBS,COR,28/08/2017,10,
RIOISU,Instalment Regular Normal,69.90,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
RIOIWJ,Instalment Regular Normal,46.60,29/03/2018,1.0,American,WESTPAC,COR,31/01/2017,10,
RIOIWK,Instalment Regular Normal,48.00,28/06/2018,1.0,American,WESTPAC,COR,15/09/2017,10,
RIOIYE,Instalment Regular Rolling,43.804,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.2,
RIOJOG,Instalment MINI,28.126,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
RIOJOI,Instalment MINI,24.7509,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
RIOJOM,Instalment MINI,49.9132,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
RIOJOT,Instalment MINI,31.0298,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
RIOKOB,MINI Call,63.7243,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.05,
RIOKOC,MINI Call,50.8324,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,2.05,
RIOKOE,MINI Call,52.5598,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,2.05,
RIOKOH,MINI Call,53.9905,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,2.05,
RIOKOI,MINI Call,61.0871,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,2.05,
RIOKOJ,MINI Call,58.2655,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.05,
RIOKOK,MINI Call,46.9962,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,2.05,
RIOKOL,MINI Call,45.5873,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.05,
RIOKOM,MINI Call,44.1873,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,2.05,
RIOKOO,MINI Call,42.7704,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,2.05,
RIOKOP,MINI Put,77.3794,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.05,
RIOKOR,MINI Put,86.6296,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.05,
RIOKOS,MINI Put,88.2449,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.05,
RIOKOT,MINI Put,90.7377,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.05,
RIOKOU,MINI Put,92.6082,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.05,
RIOKOW,MINI Put,89.6598,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,2.05,
RIOKOZ,MINI Put,79.0598,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.05,
RIOLOB,GSL MINI Call,59.8775,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,2.05,
RIOLOE,GSL MINI Call,67.003,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,2.05,
RIOLOF,GSL MINI Call,65.4993,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,2.05,
RIOLOG,GSL MINI Call,63.9957,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,2.05,
RIOLOK,GSL MINI Call,62.492,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,2.05,
RIOLOS,GSL MINI Put,73.8773,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,2.05,
RIOLOY,GSL MINI Put,72.388,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,2.05,
RIOMOP,MINI Put,80.7895,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.05,
RIOMOQ,MINI Put,94.2278,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.05,
RIOMOR,MINI Put,95.8474,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.05,
RIOSMB,Self Funding Instalments,82.2623,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
RIOSO1,Barrier SFI,29.7118,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
RIOSO2,Barrier SFI,19.3209,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
RIOSOG,Self Funding Instalments,27.7231,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
RIOSOM,Self Funding Instalments,30.00,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
RIOSOP,Self Funding Instalments,35.00,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
RIOSSA,Self Funding Instalments,40.7149,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
RIOSSE,Self Funding Instalments,26.4937,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
RIOSSI,Capped SFI,61.2158,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
RIOSSJ,Capped SFI,61.1898,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
RIOSSL,Self Funding Instalments,33.4888,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
RIOSSS,Self Funding Instalments,32.6973,22/06/2018,1.0,American,UBS,COR,05/06/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
RIOSSY,Self Funding Instalments,61.5228,02/05/2018,1.0,American,UBS,COR,04/05/2017,10,
RIOSSZ,Self Funding Instalments,25.9198,08/06/2018,1.0,American,UBS,COR,12/04/2016,10,
RIOSWA,Self Funding Instalments,30.7055,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
RIOSWR,Self Funding Instalments,24.9691,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
RIOSWW,Self Funding Instalments,19.4862,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
RIOWOC,Equity Call,65.00,21/12/2017,5.0,European,CITIWARRANTS,COR,24/05/2017,50,
RIOWOD,Equity Call,69.00,21/12/2017,5.0,European,CITIWARRANTS,COR,24/05/2017,50,
RIOWOR,Equity Put,63.00,21/12/2017,5.0,European,CITIWARRANTS,COR,24/05/2017,50,
RIOWOS,Equity Put,59.00,21/12/2017,5.0,European,CITIWARRANTS,COR,24/05/2017,50,
RIOXOA,Barrier Call,60.00,28/06/2018,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
RIOXOB,Barrier Call,55.00,28/06/2018,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
RIOXOP,Barrier Put,67.00,28/06/2018,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
RIOXOQ,Barrier Put,70.6228,28/06/2018,4.0,European,CITIWARRANTS,COR,24/05/2017,40,
RMDKOA,MINI Call,9.2867,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,2.66,
RMDKOD,MINI Call,8.0415,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,2.66,
RMDKOE,MINI Call,5.5774,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2014,5.09,
RMDKOP,MINI Put,13.4065,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,4.63,
RMDKOR,MINI Put,14.0837,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,3.97,
RMDKOT,MINI Put,12.3239,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,3.16,
RMDSO1,Barrier SFI,3.7916,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
RRLKOB,MINI Call,2.7317,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,2.24,
RRLKOD,MINI Call,2.4413,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,2.24,
RRLKOE,MINI Call,2.1902,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,2.24,
RSGKOA,MINI Call,0.5317,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.2,
RSGKOB,MINI Call,0.7161,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,3.2,
RSGKOD,MINI Call,0.8266,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,3.2,
RSGKOP,MINI Put,1.5131,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,3.2,
RSGKOQ,MINI Put,2.054,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,3.2,
RSGKOR,MINI Put,1.7608,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,3.2,
S32BOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
S32BON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
S32BOQ,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
S32BOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
S32ISJ,Instalment Regular Normal,1.6583,08/06/2018,1.0,American,UBS,COR,10/06/2015,10,
S32ISK,Instalment Regular Normal,0.9315,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
S32JOF,Instalment MINI,0.7313,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
S32JOG,Instalment MINI,0.5625,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
S32JOM,Instalment MINI,0.6148,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
S32JOY,Instalment MINI,2.2343,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
S32JOZ,Instalment MINI,1.4406,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
S32KOA,MINI Call,3.0222,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,7.15,
S32KOB,MINI Call,1.3708,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,7.15,
S32KOC,MINI Call,2.5975,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,7.15,
S32KOE,MINI Call,2.0452,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.15,
S32KOF,MINI Call,2.1656,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,7.15,
S32KOP,MINI Put,3.9657,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,7.15,
S32KOQ,MINI Put,4.4198,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,7.15,
S32KOS,MINI Put,4.7761,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,7.15,
S32KOT,MINI Put,4.6182,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,7.15,
S32KOU,MINI Put,4.1213,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,7.15,
S32QOA,MINI Call,1.8573,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,10,
S32SOM,Self Funding Instalments,0.9777,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
S32SSE,Self Funding Instalments,0.9149,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
S32SSJ,Capped SFI,2.6327,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
S32SWR,Self Funding Instalments,0.9969,30/06/2020,1.0,American,WESTPAC,COR,24/06/2015,10,
S32SWW,Self Funding Instalments,0.6414,30/06/2020,1.0,American,WESTPAC,COR,29/04/2016,10,
SCGBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
SCGBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
SCGBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
SCGBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
SCGISK,Instalment Regular Normal,2.7164,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
SCGJOZ,Instalment MINI,3.3685,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
SCGKOC,MINI Call,3.2448,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,10,
SCGKOD,MINI Call,2.9101,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,10,
SCGKOQ,MINI Put,4.8608,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,10,
SCGKOR,MINI Put,5.1436,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,10,
SCGSSA,Self Funding Instalments,1.6892,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
SCGSSE,Self Funding Instalments,2.8752,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
SCGSSJ,Capped SFI,4.2547,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
SCGSSL,Self Funding Instalments,2.2464,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
SCGSWA,Self Funding Instalments,2.1026,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
SCPKOA,MINI Call,1.8332,31/12/2029,1.0,American,CITIWARRANTS,COR,25/01/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SCPKOC,MINI Call,1.9699,31/12/2029,1.0,American,CITIWARRANTS,COR,25/01/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SCPKOD,MINI Call,1.6494,31/12/2029,1.0,American,CITIWARRANTS,COR,23/04/2013,10,
SCPKOP,MINI Put,2.7374,31/12/2029,1.0,American,CITIWARRANTS,COR,25/01/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SCPKOQ,MINI Put,2.907,31/12/2029,1.0,American,CITIWARRANTS,COR,25/01/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SCPKOR,MINI Put,2.5788,31/12/2029,1.0,American,CITIWARRANTS,COR,25/01/2013,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SDAKOA,MINI Call,2.0194,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.04,
SDAKOB,MINI Call,2.7635,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,1.04,
SEKBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
SEKBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
SEKKOB,MINI Call,13.7791,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.93,
SEKKOD,MINI Call,14.7929,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.93,
SEKKOP,MINI Put,24.9045,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.86,
SEKKOQ,MINI Put,21.1145,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,1.22,
SEKKOS,MINI Put,21.9692,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2016,1.22,
SEKQOA,MINI Call,10.2498,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,1.22,
SFRKOB,MINI Call,2.36,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.54,
SFRKOD,MINI Call,4.524,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,0.54,
SFRKOE,MINI Call,2.8722,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.54,
SFRKOJ,MINI Call,3.9563,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,0.54,
SFRKOL,MINI Call,3.4807,31/12/2029,1.0,American,CITIWARRANTS,COR,05/12/2014,0.54,
SFRKOQ,MINI Put,7.7285,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,0.54,
SFRKOR,MINI Put,11.4777,31/12/2029,1.0,American,CITIWARRANTS,COR,15/01/2015,0.54,
SFRKOS,MINI Put,10.5714,31/12/2029,1.0,American,CITIWARRANTS,COR,05/12/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
SFRKOT,MINI Put,9.5563,31/12/2029,1.0,American,CITIWARRANTS,COR,15/01/2015,0.54,
SFRKOV,MINI Put,8.6746,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,0.54,
SFYIOL,Instalment High Geared Rolling,47.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,1.5,
SFYJOM,Instalment MINI,35.0067,30/05/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
SFYJOZ,Instalment MINI,26.9584,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
SFYSO1,Barrier SFI,23.0249,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
SFYSOG,Self Funding Instalments,24.163,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
SFYSOX,Barrier SFI,17.4572,19/11/2020,1.0,American,CITIWARRANTS,COR,19/11/2010,40,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
SGMKOA,MINI Call,8.556,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.94,
SGMKOB,MINI Call,11.9265,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,0.94,
SGMKOC,MINI Call,9.7896,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.94,
SGMKOF,MINI Call,11.1108,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.94,
SGMKOP,MINI Put,15.9639,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.94,
SGMKOQ,MINI Put,17.0208,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,0.94,
SGMKOT,MINI Put,19.2088,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,0.94,
SGMKOV,MINI Put,18.3165,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,0.94,
SGPISK,Instalment Regular Normal,2.6489,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
SGPJOE,Instalment MINI,3.6271,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
SGPJOF,Instalment MINI,3.7691,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
SGPJOP,Instalment MINI,3.1321,30/05/2019,1.0,American,CITIWARRANTS,COR,12/09/2014,10,
SGPKOA,MINI Call,3.8659,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,7,
SGPKOC,MINI Call,3.6846,31/12/2029,1.0,American,CITIWARRANTS,COR,20/10/2015,8.56,
SGPKOF,MINI Call,3.0146,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,8.56,
SGPKOQ,MINI Put,6.0048,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,9.3,
SGPKOR,MINI Put,5.6614,31/12/2029,1.0,American,CITIWARRANTS,COR,28/02/2013,10,
SGPKOS,MINI Put,5.2663,31/12/2029,1.0,American,CITIWARRANTS,COR,09/07/2014,8.56,
SGPSMB,Self Funding Instalments,4.8974,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
SGPSSE,Self Funding Instalments,2.7916,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
SGPSWR,Self Funding Instalments,1.9283,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
SGRBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
